name,type,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
THOMSON IMPRESSIONS,Condo,North,RCR - [D20],,1701,1/7/2023,1850,1/9/2023,,,1854,1/6/2023,2046,1/4/2023,1701,no sales,1850,half year,0,NaT,0,NaT,0,no sales,1612,2018,0,no sales,0,no sales,1646,2020,1559,2020,1668,2021,1602,2021,1750,2022,1796,2022,1819,2023,1948,2023
THOMSON PLAZA,Condo,North,RCR - [D20],,0,no sales,598,1/10/2018,,,0,no sales,598,1/10/2018,0,no sales,598,no sales,0,no sales,0,NaT,0,no sales,598,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
THOMSON THREE,Condo,North,RCR - [D20],,1965,1/12/2023,2096,1/12/2023,,,2060,1/11/2023,2096,1/12/2023,1882,half year,1944,half year,0,NaT,0,NaT,1511,2018,1551,2018,1574,2019,1482,2019,1609,2020,1446,2020,1617,2021,1628,2021,1711,2022,1744,2022,1849,2023,1886,2023
THOMSON V ONE,Condo,North,RCR - [D20],,1586,1/3/2023,1148,1/11/2022,,,1586,1/3/2023,1148,1/11/2022,1586,no sales,1148,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1394,2021,0,no sales,1407,2022,1148,2022,1524,2023,0,no sales
THOMSON V TWO,Condo,North,RCR - [D20],,1689,1/10/2023,0,no sales,,,1745,1/6/2022,0,no sales,1617,half year,0,no sales,0,NaT,0,no sales,1495,2018,0,no sales,1214,2019,0,no sales,1304,2020,0,no sales,1467,2021,0,no sales,1666,2022,0,no sales,1608,2023,0,no sales
THOMSON VIEW CONDOMINIUM,Condo,North,RCR - [D20],,0,no sales,1295,1/10/2023,,,0,no sales,1384,1/9/2023,0,no sales,1332,half year,0,no sales,0,NaT,0,no sales,546,2018,0,no sales,1005,2019,0,no sales,1014,2020,0,no sales,988,2021,0,no sales,1302,2022,0,no sales,1328,2023
THREE 11,Condo,North,RCR - [D20],,2049,1/7/2023,1638,1/8/2021,,,2070,1/11/2021,1638,1/8/2021,2049,no sales,1638,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1895,2019,0,no sales,0,no sales,1442,2020,2070,2021,1608,2021,1932,2022,0,no sales,2023,2023,0,no sales
THREE BALMORAL,Condo,Central,CCR - [D10],,2135,1/1/2023,1742,1/6/2021,,,2135,1/1/2023,1742,1/6/2021,2135,no sales,1742,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,2119,2020,0,no sales,0,no sales,1742,2021,0,no sales,0,no sales,2135,2023,0,no sales
THREE BUCKLEY,Condo,Central,CCR - [D11],,0,no sales,1531,1/10/2021,,,0,no sales,1545,1/6/2021,0,no sales,1531,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1484,2020,0,no sales,1516,2021,0,no sales,0,no sales,0,no sales,0,no sales
THREE THREE ROBIN,Condo,Central,CCR - [D10],,0,no sales,2233,1/10/2023,,,0,no sales,2465,1/7/2023,0,no sales,2233,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2120,2019,0,no sales,2139,2020,0,no sales,2044,2021,0,no sales,2253,2022,0,no sales,2349,2023
TIAN COURT,Condo,East,RCR - [D15],,0,no sales,1599,1/7/2018,,,0,no sales,1599,1/7/2018,0,no sales,1599,no sales,0,no sales,0,NaT,0,no sales,1581,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
TIARA,Condo,Central,CCR - [D09],,1959,1/8/2021,2295,1/11/2023,,,1959,1/8/2021,2326,1/10/2023,1959,no sales,2310,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1969,2019,0,no sales,1888,2020,1931,2021,2009,2021,0,no sales,2079,2022,0,no sales,2288,2023
TIARA VISTA,Condo,East,OCR - [D15],,0,no sales,1273,1/5/2022,,,0,no sales,1273,1/5/2022,0,no sales,1273,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1273,2022,0,no sales,0,no sales
TIERRA VUE,Condo,East,OCR - [D15],,1636,1/6/2021,1757,1/10/2023,,,1636,1/6/2021,1968,1/4/2023,1636,no sales,1757,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1569,2019,0,no sales,1795,2020,1636,2021,1554,2021,0,no sales,1884,2022,0,no sales,1862,2023
TIONG BAHRU ESTATE,Condo,Central,RCR - [D03],,0,no sales,2886,1/2/2022,,,0,no sales,2886,1/2/2022,0,no sales,2886,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2886,2022,0,no sales,0,no sales
TIVOLI GRANDE,Condo,East,RCR - [D15],,1601,1/11/2023,1276,1/10/2023,,,1601,1/11/2023,1280,1/6/2022,1601,half year,1276,half year,0,NaT,0,NaT,1228,2018,0,no sales,1274,2019,908,2019,1232,2020,983,2020,1257,2021,1138,2021,1400,2022,1246,2022,1601,2023,1276,2023
TMW MAXWELL,Condo,Central,RCR - [D02],,0,NaT,0,no sales,,,3739,1/8/2023,0,no sales,3348,half year,0,no sales,3739,1/8/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,3348,2023,0,no sales
TOH TUCK LODGE,Condo,West,RCR - [D21],,0,no sales,1249,1/2/2022,,,0,no sales,1249,1/2/2022,0,no sales,1249,no sales,0,no sales,0,NaT,0,no sales,808,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1064,2022,0,no sales,0,no sales
TOH YI COURT,Condo,West,RCR - [D21],,0,no sales,932,1/5/2021,,,0,no sales,982,1/6/2019,0,no sales,932,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,956,2019,0,no sales,0,no sales,0,no sales,932,2021,0,no sales,0,no sales,0,no sales,0,no sales
TOMLINSON HEIGHTS,Condo,Central,CCR - [D10],,0,no sales,3825,1/1/2023,,,0,no sales,4645,1/8/2022,0,no sales,3825,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2931,2019,0,no sales,3268,2020,0,no sales,3352,2021,0,no sales,3821,2022,0,no sales,3825,2023
TOP TEN,Condo,Central,CCR - [D09],,0,no sales,1650,1/7/2022,,,0,no sales,1872,1/11/2021,0,no sales,1650,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1808,2021,0,no sales,1650,2022,0,no sales,0,no sales
TOPAZ MANSIONS,Condo,Central,RCR - [D12],,0,no sales,994,1/8/2018,,,0,no sales,997,1/7/2018,0,no sales,994,no sales,0,no sales,0,NaT,0,no sales,996,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
TORIE MANSIONS,Condo,East,RCR - [D15],,0,no sales,1016,1/10/2020,,,0,no sales,1016,1/10/2020,0,no sales,1016,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1006,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
TORIEVIEW MANSIONS,Condo,East,RCR - [D14],,1214,1/8/2023,1167,1/8/2023,,,1214,1/8/2023,1167,1/8/2023,1214,half year,1167,half year,0,NaT,0,NaT,0,no sales,797,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,862,2022,1214,2023,1134,2023
TORIEVILLE,Condo,East,RCR - [D14],,892,1/8/2023,844,1/3/2021,,,1025,1/8/2021,844,1/3/2021,892,half year,844,no sales,0,NaT,0,NaT,785,2018,841,2018,0,no sales,0,no sales,0,no sales,0,no sales,1022,2021,844,2021,990,2022,0,no sales,892,2023,0,no sales
TOWNHOUSE APARTMENTS,Condo,Central,CCR - [D09],,0,no sales,1167,1/7/2023,,,0,no sales,1167,1/7/2023,0,no sales,1167,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,870,2019,0,no sales,857,2020,0,no sales,921,2021,0,no sales,1104,2022,0,no sales,1167,2023
TRE RESIDENCES,Condo,East,RCR - [D14],,1740,1/12/2023,1438,1/2/2021,,,1787,1/8/2022,1438,1/2/2021,1645,half year,1438,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1715,2019,0,no sales,1611,2020,0,no sales,1558,2021,1438,2021,1609,2022,0,no sales,1656,2023,0,no sales
TREASURE AT TAMPINES,Condo,East,OCR - [D18],,1843,1/12/2023,1843,1/12/2023,,,1858,1/10/2023,1823,1/12/2023,1661,half year,1685,half year,1730,1/10/2021,1703,1/2/2022,0,no sales,0,no sales,1349,2019,1287,2019,1399,2020,1315,2020,1460,2021,1376,2021,1572,2022,1514,2022,1644,2023,1651,2023
TREASURE GARDENS,Condo,Northeast,OCR - [D19],,1329,1/8/2023,1065,1/5/2022,,,1329,1/8/2023,1065,1/5/2022,1329,half year,1065,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1076,2019,0,no sales,0,no sales,929,2020,0,no sales,0,no sales,0,no sales,978,2022,1297,2023,0,no sales
TREASURE LOFT,Condo,Central,CCR - [D11],,1367,1/8/2021,0,no sales,,,1388,1/3/2021,0,no sales,1367,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1369,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
TREASURE MANSIONS,Condo,Northeast,OCR - [D19],,1078,1/10/2021,0,no sales,,,1112,1/9/2021,0,no sales,1078,no sales,0,no sales,0,NaT,0,no sales,1009,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1095,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
TREASURE PLACE,Condo,West,RCR - [D05],,0,no sales,1558,1/6/2023,,,0,no sales,1558,1/6/2023,0,no sales,1558,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1121,2019,0,no sales,1171,2020,0,no sales,1232,2021,0,no sales,1341,2022,0,no sales,1428,2023
TREASURES @ G20,Condo,East,RCR - [D14],,1298,1/4/2023,0,no sales,,,1310,1/3/2023,0,no sales,1298,no sales,0,no sales,0,NaT,0,no sales,1221,2018,0,no sales,0,no sales,0,no sales,1144,2020,0,no sales,1008,2021,0,no sales,1236,2022,0,no sales,1304,2023,0,no sales
TREASURES@G19,Condo,East,RCR - [D14],,1595,1/11/2023,0,no sales,,,1595,1/11/2023,0,no sales,1595,half year,0,no sales,0,NaT,0,no sales,1335,2018,0,no sales,1443,2019,0,no sales,0,no sales,0,no sales,1455,2021,0,no sales,1453,2022,0,no sales,1556,2023,0,no sales
TREASURES@G6,Condo,East,RCR - [D14],,1510,1/2/2023,748,1/8/2021,,,1513,1/1/2023,748,1/8/2021,1510,no sales,748,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1287,2020,0,no sales,1301,2021,748,2021,1364,2022,0,no sales,1487,2023,0,no sales
TREE HOUSE,Condo,West,OCR - [D23],,1498,1/11/2023,1508,1/11/2023,,,1507,1/4/2023,1560,1/7/2023,1420,half year,1449,half year,0,NaT,0,NaT,1066,2018,1059,2018,1090,2019,1065,2019,1080,2020,1073,2020,1087,2021,1197,2021,1231,2022,1268,2022,1459,2023,1452,2023
TREESCAPE,Condo,East,OCR - [D15],,1812,1/12/2023,1314,1/7/2022,,,1812,1/12/2023,1359,1/6/2018,1778,half year,1314,no sales,0,NaT,0,NaT,1360,2018,1359,2018,1432,2019,0,no sales,1410,2020,0,no sales,1478,2021,0,no sales,0,no sales,1314,2022,1738,2023,0,no sales
TRELLIS TOWERS,Condo,Central,RCR - [D12],,1883,1/10/2022,1845,1/10/2023,,,1883,1/10/2022,1912,1/5/2023,1883,no sales,1845,half year,0,NaT,0,NaT,0,no sales,1342,2018,1504,2019,1436,2019,1531,2020,1437,2020,1530,2021,1540,2021,1842,2022,1777,2022,0,no sales,1853,2023
TRENDALE TOWER,Condo,Central,CCR - [D09],,0,no sales,1590,1/10/2020,,,0,no sales,1590,1/10/2020,0,no sales,1590,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1590,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
TRESALVEO,Condo,North,RCR - [D20],,1851,1/5/2023,1752,1/2/2023,,,1851,1/5/2023,1758,1/3/2022,1851,no sales,1752,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1486,2019,1522,2019,1462,2020,1438,2020,1513,2021,1526,2021,1695,2022,1711,2022,1851,2023,1752,2023
TREVISTA,Condo,Central,RCR - [D12],,1815,1/12/2023,1831,1/11/2023,,,1815,1/12/2023,1831,1/11/2023,1746,half year,1730,half year,0,NaT,0,NaT,1356,2018,1321,2018,1395,2019,1368,2019,1355,2020,1396,2020,1444,2021,1497,2021,1554,2022,1616,2022,1700,2023,1626,2023
TREVOSE PARK,Condo,Central,CCR - [D11],,0,no sales,2072,1/7/2023,,,0,no sales,2121,1/3/2023,0,no sales,2072,no sales,0,no sales,0,NaT,0,no sales,1582,2018,0,no sales,1676,2019,0,no sales,1712,2020,0,no sales,1840,2021,0,no sales,1888,2022,0,no sales,2018,2023
TRIBECA,Condo,Central,CCR - [D09],,2594,1/11/2023,2519,1/8/2023,,,2594,1/11/2023,2525,1/6/2022,2584,half year,2519,half year,0,NaT,0,NaT,0,no sales,0,no sales,2134,2019,2050,2019,0,no sales,2032,2020,2330,2021,2032,2021,2516,2022,2181,2022,2568,2023,2409,2023
TRILIGHT,Condo,Central,CCR - [D11],,0,no sales,2358,1/6/2023,,,0,no sales,2484,1/5/2023,0,no sales,2358,no sales,0,no sales,0,NaT,0,no sales,1938,2018,0,no sales,1865,2019,0,no sales,1927,2020,0,no sales,2008,2021,0,no sales,2161,2022,0,no sales,2380,2023
TRILIVE,Condo,Northeast,OCR - [D19],,1770,1/12/2023,1684,1/1/2023,,,1839,1/5/2023,1684,1/1/2023,1776,half year,1684,no sales,0,NaT,0,NaT,1677,2018,0,no sales,1734,2019,0,no sales,1534,2020,0,no sales,1552,2021,1581,2021,1683,2022,1662,2022,1782,2023,1684,2023
TROPICAL SPRING,Condo,East,OCR - [D18],,0,no sales,1052,1/8/2023,,,0,no sales,1100,1/5/2023,0,no sales,1052,half year,0,no sales,0,NaT,0,no sales,915,2018,0,no sales,846,2019,0,no sales,888,2020,0,no sales,894,2021,0,no sales,954,2022,0,no sales,1054,2023
TROPICANA CONDOMINIUM,Condo,East,OCR - [D16],,0,no sales,1203,1/9/2023,,,0,no sales,1203,1/9/2023,0,no sales,1203,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,949,2020,0,no sales,914,2021,0,no sales,1061,2022,0,no sales,1203,2023
TROPICS @ HAIGSVILLE,Condo,East,RCR - [D15],,1274,1/4/2021,0,no sales,,,1274,1/4/2021,0,no sales,1274,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1153,2019,0,no sales,1121,2020,0,no sales,1274,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
TROPIKA EAST,Condo,East,OCR - [D14],,1537,1/12/2023,1220,1/7/2022,,,1631,1/11/2022,1275,1/5/2022,1452,half year,1220,no sales,0,NaT,0,NaT,1473,2018,0,no sales,1438,2019,0,no sales,1418,2020,0,no sales,1433,2021,1132,2021,1496,2022,1248,2022,1452,2023,0,no sales
TURQUOISE,Condo,Central,CCR - [D04],,0,no sales,1562,1/12/2023,,,0,no sales,1720,1/10/2023,0,no sales,1641,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1421,2020,0,no sales,1462,2021,0,no sales,1518,2022,0,no sales,1613,2023
TWENTYONE ANGULLIA PARK,Condo,Central,CCR - [D09],,0,no sales,3297,1/4/2022,,,0,no sales,4512,1/3/2022,0,no sales,3297,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,3748,2019,0,no sales,3755,2020,0,no sales,3904,2021,0,no sales,3904,2022,0,no sales,0,no sales
TWIN REGENCY,Condo,Central,RCR - [D03],,1991,1/6/2022,2051,1/5/2023,,,2011,1/4/2023,2051,1/5/2023,1991,no sales,2051,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1868,2019,1581,2019,1868,2020,1711,2020,1937,2021,1802,2021,1991,2022,1916,2022,0,no sales,2031,2023
TWIN VEW,Condo,West,OCR - [D05],,1928,1/11/2023,1830,1/12/2023,,,1928,1/11/2023,1830,1/12/2023,1827,half year,1785,half year,1548,1/2/2020,1542,1/9/2021,0,no sales,0,no sales,1512,2019,1453,2019,1548,2020,1483,2020,1604,2021,1523,2021,1627,2022,1621,2022,1754,2023,1766,2023
TWO8ONE STUDIO,Condo,Central,CCR - [D09],,2323,1/8/2023,1125,1/10/2020,,,2323,1/8/2023,1125,1/10/2020,2323,half year,1125,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1125,2020,0,no sales,0,no sales,0,no sales,0,no sales,2323,2023,0,no sales
TYRWHITT 139,Condo,Central,RCR - [D08],,1646,1/12/2023,0,no sales,,,1742,1/5/2022,0,no sales,1646,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1456,2020,0,no sales,1371,2021,0,no sales,1473,2022,0,no sales,1610,2023,0,no sales
UBER 388,Condo,East,OCR - [D16],,1764,1/4/2023,1542,1/8/2023,,,1764,1/4/2023,1647,1/12/2021,1764,no sales,1542,half year,0,NaT,0,NaT,1407,2018,1279,2018,1420,2019,0,no sales,1508,2020,1358,2020,1333,2021,1390,2021,1656,2022,1610,2022,1640,2023,1542,2023
UE SQUARE,Condo,Central,CCR - [D09],,2471,1/11/2023,2031,1/10/2023,,,2471,1/11/2023,2102,1/5/2023,2471,half year,1968,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1659,2019,2075,2020,1705,2020,2016,2021,1775,2021,1907,2022,1914,2022,2471,2023,1992,2023
UNI BUILDING,Condo,East,OCR - [D15],,0,no sales,1313,1/5/2023,,,0,no sales,1313,1/5/2023,0,no sales,1313,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1313,2023
UNIT 8,Condo,Central,CCR - [D10],,0,no sales,1673,1/2/2023,,,0,no sales,1673,1/2/2023,0,no sales,1673,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1673,2023
UNITED MANSION,Condo,East,OCR - [D15],,0,no sales,1402,1/6/2023,,,0,no sales,1647,1/3/2023,0,no sales,1402,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1321,2019,0,no sales,0,no sales,0,no sales,1177,2021,0,no sales,1575,2022,0,no sales,1524,2023
UP@ROBERTSON QUAY,Condo,Central,CCR - [D09],,2191,1/6/2022,0,no sales,,,2854,1/12/2019,0,no sales,2191,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2854,2019,0,no sales,0,no sales,0,no sales,2437,2021,0,no sales,2191,2022,0,no sales,0,no sales,0,no sales
UPPER SERANGOON SHOPPING CENTRE,Condo,Northeast,OCR - [D19],,0,no sales,1107,1/11/2021,,,0,no sales,1107,1/11/2021,0,no sales,1107,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1042,2021,0,no sales,0,no sales,0,no sales,0,no sales
UPTOWN @ FARRER,Condo,Central,RCR - [D08],,0,NaT,0,NaT,,,2189,1/12/2020,1978,1/10/2021,1754,no sales,1717,no sales,1754,1/8/2021,1717,1/4/2022,0,no sales,0,no sales,1882,2019,1737,2019,1941,2020,1697,2020,1924,2021,1804,2021,0,no sales,1620,2022,0,no sales,0,no sales
URBAN EDGE @ HOLLAND V,Condo,Central,CCR - [D10],,1781,1/5/2021,1565,1/8/2019,,,1781,1/5/2021,1565,1/8/2019,1781,no sales,1565,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1565,2019,0,no sales,0,no sales,1781,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
URBAN HERITAGE,Condo,Central,RCR - [D12],,1419,1/9/2022,0,no sales,,,1419,1/9/2022,0,no sales,1419,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1274,2020,0,no sales,1290,2021,0,no sales,1419,2022,0,no sales,0,no sales,0,no sales
URBAN LOFTS,Condo,Central,RCR - [D08],,1355,1/9/2023,0,no sales,,,1533,1/10/2021,0,no sales,1355,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1382,2019,0,no sales,0,no sales,0,no sales,1525,2021,0,no sales,1240,2022,0,no sales,1341,2023,0,no sales
URBAN RESIDENCES,Condo,Northeast,OCR - [D19],,1431,1/7/2023,1235,1/9/2021,,,1431,1/7/2023,1281,1/3/2021,1431,no sales,1235,no sales,0,NaT,0,NaT,1394,2018,0,no sales,0,no sales,1271,2019,1383,2020,0,no sales,1310,2021,1231,2021,1349,2022,0,no sales,1431,2023,0,no sales
URBAN RESORT CONDOMINIUM,Condo,Central,CCR - [D09],,0,no sales,2405,1/6/2022,,,0,no sales,2547,1/5/2022,0,no sales,2405,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2372,2020,0,no sales,2342,2021,0,no sales,2476,2022,0,no sales,0,no sales
URBAN SUITES,Condo,Central,CCR - [D09],,0,no sales,2800,1/8/2023,,,0,no sales,3305,1/7/2022,0,no sales,2800,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2323,2020,0,no sales,2764,2021,0,no sales,3136,2022,0,no sales,2800,2023
URBAN TREASURES,Condo,East,OCR - [D14],,0,NaT,0,NaT,,,2127,1/6/2022,2032,1/6/2022,2097,no sales,1988,no sales,2097,1/4/2023,1988,1/9/2022,0,no sales,0,no sales,1959,2019,0,no sales,1846,2020,1780,2020,1896,2021,1864,2021,2026,2022,1960,2022,2029,2023,0,no sales
URBAN VISTA,Condo,East,OCR - [D16],,1667,1/12/2023,1230,1/6/2023,,,1724,1/6/2023,1389,1/4/2023,1590,half year,1230,no sales,0,NaT,0,NaT,1407,2018,0,no sales,1406,2019,0,no sales,1313,2020,1143,2020,1393,2021,1273,2021,1456,2022,1271,2022,1581,2023,1272,2023
URBANA,Condo,Central,CCR - [D09],,0,no sales,2574,1/12/2022,,,0,no sales,2574,1/12/2022,0,no sales,2574,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2034,2019,0,no sales,1907,2020,0,no sales,2192,2021,0,no sales,2247,2022,0,no sales,0,no sales
V ON SHENTON,Condo,Central,CCR - [D01],,2708,1/10/2023,1917,1/12/2023,,,2708,1/10/2023,2488,1/3/2023,2708,half year,2016,half year,0,NaT,2426,1/7/2019,0,no sales,0,no sales,2446,2019,2332,2019,2151,2020,2266,2020,2232,2021,2140,2021,2110,2022,2134,2022,2395,2023,2087,2023
VA RESIDENCES,Condo,Central,RCR - [D12],,1635,1/10/2023,1112,1/9/2021,,,1635,1/10/2023,1112,1/9/2021,1635,half year,1112,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1393,2019,0,no sales,1340,2020,0,no sales,1417,2021,1112,2021,1504,2022,0,no sales,1506,2023,0,no sales
VACANZA @ EAST,Condo,East,OCR - [D14],,1503,1/11/2023,1545,1/12/2023,,,1744,1/7/2023,1725,1/5/2023,1436,half year,1356,half year,0,NaT,0,NaT,1188,2018,1189,2018,1178,2019,1206,2019,1192,2020,1182,2020,1244,2021,1191,2021,1358,2022,1275,2022,1432,2023,1383,2023
VALLEY MANSION,Condo,Central,CCR - [D09],,0,no sales,1753,1/8/2023,,,0,no sales,1753,1/8/2023,0,no sales,1753,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1578,2020,0,no sales,1648,2021,0,no sales,0,no sales,0,no sales,1753,2023
VALLEY PARK,Condo,Central,CCR - [D10],,1883,1/10/2023,2203,1/11/2023,,,2002,1/8/2022,2264,1/7/2023,1890,half year,2164,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1694,2019,1767,2020,1682,2020,1770,2021,1873,2021,1968,2022,2053,2022,1890,2023,2180,2023
VAN HOLLAND,Condo,Central,CCR - [D10],,0,NaT,0,NaT,,,3237,1/12/2022,3111,1/3/2023,3064,no sales,2888,no sales,3064,1/6/2023,2888,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,3005,2020,2930,2020,3090,2021,2850,2021,2976,2022,2846,2022,2999,2023,2910,2023
VANADIUM,Condo,Central,RCR - [D08],,1476,1/4/2021,1597,1/3/2023,,,1476,1/4/2021,1597,1/3/2023,1476,no sales,1597,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1257,2020,1476,2021,1324,2021,0,no sales,1378,2022,0,no sales,1597,2023
VARSITY PARK CONDOMINIUM,Condo,West,OCR - [D05],,1363,1/8/2022,1529,1/11/2023,,,1363,1/8/2022,1529,1/11/2023,1363,no sales,1433,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1081,2019,0,no sales,1106,2020,1333,2021,1120,2021,1363,2022,1242,2022,0,no sales,1390,2023
VENEZIO,Condo,East,OCR - [D16],,0,no sales,914,1/11/2022,,,0,no sales,1239,1/4/2022,0,no sales,914,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1098,2020,0,no sales,1019,2021,0,no sales,1076,2022,0,no sales,0,no sales
VENTANA,Condo,West,RCR - [D05],,1433,1/2/2023,1380,1/7/2022,,,1433,1/2/2023,1422,1/4/2022,1433,no sales,1380,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1208,2020,1236,2020,0,no sales,1230,2021,0,no sales,1401,2022,1433,2023,0,no sales
VENTUNO BALMORAL,Condo,Central,CCR - [D10],,0,no sales,2208,1/12/2022,,,0,no sales,2208,1/12/2022,0,no sales,2208,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1659,2019,0,no sales,1443,2020,0,no sales,1730,2021,0,no sales,2102,2022,0,no sales,0,no sales
VENTURA VIEW,Condo,East,RCR - [D15],,1462,1/7/2023,680,1/2/2022,,,1462,1/7/2023,1037,1/3/2019,1462,no sales,680,no sales,0,NaT,0,NaT,1171,2018,817,2018,0,no sales,931,2019,0,no sales,0,no sales,1058,2021,0,no sales,0,no sales,680,2022,1462,2023,0,no sales
VERANDA,Condo,East,OCR - [D15],,0,no sales,1468,1/11/2022,,,0,no sales,1468,1/11/2022,0,no sales,1468,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1049,2019,0,no sales,0,no sales,0,no sales,946,2021,0,no sales,1378,2022,0,no sales,0,no sales
