name,type,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
VERDALE,Condo,West,RCR - [D21],,0,NaT,0,NaT,,,1981,1/3/2022,1892,1/4/2022,1928,no sales,1887,no sales,1928,1/5/2022,1887,1/5/2022,0,no sales,0,no sales,0,no sales,0,no sales,1722,2020,1729,2020,1786,2021,1762,2021,1845,2022,1821,2022,0,no sales,0,no sales
VERDOR RESIDENCES,Condo,East,RCR - [D15],,0,no sales,1769,1/11/2023,,,0,no sales,1769,1/11/2023,0,no sales,1769,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1769,2023
VERDURE,Condo,Central,CCR - [D10],,1932,1/10/2021,1849,1/8/2023,,,1932,1/10/2021,1865,1/3/2021,1932,no sales,1849,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1614,2019,0,no sales,1746,2020,1865,2021,1672,2021,0,no sales,1742,2022,0,no sales,1849,2023
VERSAILLES,Condo,East,RCR - [D15],,1495,1/5/2023,1225,1/2/2022,,,1558,1/2/2023,1225,1/2/2022,1495,no sales,1225,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1202,2019,0,no sales,0,no sales,0,no sales,1384,2021,1167,2021,0,no sales,1225,2022,1526,2023,0,no sales
VERSILIA ON HAIG,Condo,East,RCR - [D15],,0,no sales,1760,1/10/2023,,,0,no sales,1814,1/6/2023,0,no sales,1760,half year,0,no sales,0,NaT,0,no sales,1425,2018,0,no sales,1394,2019,0,no sales,1462,2020,0,no sales,1519,2021,0,no sales,1708,2022,0,no sales,1787,2023
VERTICUS,Condo,Central,RCR - [D12],,0,NaT,0,NaT,,,2333,1/11/2021,2264,1/9/2022,2261,no sales,2264,no sales,2261,1/7/2022,2264,1/9/2022,0,no sales,0,no sales,0,no sales,0,no sales,2030,2020,1850,2020,2058,2021,2107,2021,2142,2022,2228,2022,0,no sales,0,no sales
VERTIS,Condo,East,RCR - [D15],,1648,1/8/2023,1759,1/11/2022,,,1648,1/8/2023,1759,1/11/2022,1648,half year,1759,no sales,0,NaT,0,NaT,0,no sales,1471,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1535,2021,1558,2022,1759,2022,1648,2023,0,no sales
VETRO,Condo,Central,RCR - [D12],,1369,1/6/2023,0,no sales,,,1369,1/6/2023,0,no sales,1369,no sales,0,no sales,0,NaT,0,no sales,1235,2018,0,no sales,1214,2019,0,no sales,1182,2020,0,no sales,1225,2021,0,no sales,1367,2022,0,no sales,1369,2023,0,no sales
VIBES @ EAST COAST,Condo,East,OCR - [D15],,1873,1/11/2023,0,no sales,,,1906,1/9/2019,0,no sales,1806,half year,0,no sales,0,NaT,0,no sales,1500,2018,0,no sales,1596,2019,0,no sales,1389,2020,0,no sales,1479,2021,0,no sales,1470,2022,0,no sales,1660,2023,0,no sales
VIBES @ KOVAN,Condo,Northeast,OCR - [D19],,1541,1/9/2023,0,no sales,,,1729,1/7/2023,0,no sales,1541,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1430,2019,0,no sales,1278,2020,0,no sales,1355,2021,0,no sales,1329,2022,0,no sales,1635,2023,0,no sales
VIBES@UPPER SERANGOON,Condo,Northeast,OCR - [D19],,1657,1/5/2023,0,no sales,,,1657,1/5/2023,0,no sales,1657,no sales,0,no sales,0,NaT,0,no sales,1389,2018,0,no sales,1314,2019,0,no sales,1305,2020,0,no sales,1400,2021,0,no sales,1272,2022,0,no sales,1573,2023,0,no sales
VICENTA LODGE,Condo,East,OCR - [D14],,0,no sales,1181,1/9/2023,,,0,no sales,1181,1/9/2023,0,no sales,1181,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,890,2019,0,no sales,966,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1181,2023
VICTORY HEIGHTS,Condo,Central,RCR - [D12],,0,no sales,1268,1/8/2023,,,0,no sales,1268,1/8/2023,0,no sales,1152,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,932,2020,0,no sales,1018,2021,0,no sales,0,no sales,0,no sales,1152,2023
VIDA,Condo,Central,CCR - [D09],,2266,1/10/2023,1858,1/2/2021,,,2266,1/10/2023,1858,1/2/2021,2266,half year,1858,no sales,0,NaT,0,NaT,0,no sales,0,no sales,2047,2019,0,no sales,2061,2020,0,no sales,2042,2021,1858,2021,2086,2022,0,no sales,2113,2023,0,no sales
VIENTO,Condo,East,RCR - [D14],,1707,1/11/2023,0,no sales,,,1707,1/11/2023,0,no sales,1559,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1265,2019,0,no sales,1244,2020,0,no sales,1269,2021,0,no sales,1373,2022,0,no sales,1532,2023,0,no sales
VIEW AT KISMIS,Condo,West,RCR - [D21],,2071,1/10/2023,2071,1/10/2023,,,2137,1/7/2023,2008,1/6/2023,2022,half year,2008,no sales,1684,1/5/2021,1727,1/10/2021,0,no sales,0,no sales,1717,2019,1615,2019,1709,2020,1577,2020,1736,2021,1662,2021,0,no sales,0,no sales,2021,2023,2008,2023
VIIO @ BALESTIER,Condo,Central,RCR - [D12],,1833,1/10/2023,1677,1/7/2023,,,1833,1/10/2023,1677,1/7/2023,1814,half year,1677,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1683,2019,0,no sales,0,no sales,0,no sales,1774,2021,0,no sales,1764,2022,0,no sales,1814,2023,1677,2023
VILLA AZURA,Condo,Central,CCR - [D10],,0,no sales,1438,1/4/2023,,,0,no sales,1720,1/4/2021,0,no sales,1438,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1626,2020,0,no sales,1626,2021,0,no sales,1607,2022,0,no sales,1438,2023
VILLA CHANCERITA,Condo,Central,CCR - [D11],,0,no sales,1397,1/9/2020,,,0,no sales,1397,1/9/2020,0,no sales,1397,no sales,0,no sales,0,NaT,0,no sales,1391,2018,0,no sales,0,no sales,0,no sales,1397,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
VILLA CHANCERY,Condo,Central,CCR - [D11],,0,no sales,1850,1/4/2021,,,0,no sales,1994,1/12/2020,0,no sales,1850,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1848,2020,0,no sales,1850,2021,0,no sales,0,no sales,0,no sales,0,no sales
VILLA DE WEST,Condo,West,RCR - [D05],,0,no sales,1091,1/8/2022,,,0,no sales,1285,1/6/2022,0,no sales,1091,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1210,2019,0,no sales,1034,2020,0,no sales,1265,2021,0,no sales,1188,2022,0,no sales,0,no sales
VILLA DELLE ROSE,Condo,Central,CCR - [D10],,0,no sales,1528,1/8/2021,,,0,no sales,1528,1/8/2021,0,no sales,1528,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1234,2019,0,no sales,1495,2020,0,no sales,1528,2021,0,no sales,0,no sales,0,no sales,0,no sales
VILLA DES FLORES,Condo,Central,CCR - [D11],,0,no sales,1357,1/5/2021,,,0,no sales,1417,1/4/2021,0,no sales,1357,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1387,2021,0,no sales,0,no sales,0,no sales,0,no sales
VILLA MARINA,Condo,East,OCR - [D15],,0,no sales,1476,1/11/2023,,,0,no sales,1476,1/11/2023,0,no sales,1363,half year,0,no sales,0,NaT,0,no sales,972,2018,0,no sales,954,2019,0,no sales,965,2020,0,no sales,1032,2021,0,no sales,1108,2022,0,no sales,1254,2023
VILLA MARTIA,Condo,East,OCR - [D15],,1460,1/9/2022,1567,1/8/2023,,,1460,1/9/2022,1624,1/7/2023,1460,no sales,1567,half year,0,NaT,0,NaT,1347,2018,1312,2018,0,no sales,1294,2019,0,no sales,1276,2020,0,no sales,1345,2021,1460,2022,0,no sales,0,no sales,1582,2023
VILLAGE @ PASIR PANJANG,Condo,West,RCR - [D05],,1659,1/7/2023,1443,1/12/2023,,,1769,1/5/2023,1760,1/6/2023,1659,no sales,1527,half year,0,NaT,0,NaT,0,no sales,0,no sales,1513,2019,1380,2019,1424,2020,1277,2020,1520,2021,1429,2021,0,no sales,1427,2022,1714,2023,1619,2023
VILLAGE TOWER,Condo,Central,CCR - [D10],,0,no sales,1759,1/3/2022,,,0,no sales,1759,1/3/2022,0,no sales,1759,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1442,2020,0,no sales,0,no sales,0,no sales,1759,2022,0,no sales,0,no sales
VILLAS LAGUNA,Condo,East,OCR - [D16],,0,no sales,1356,1/11/2023,,,0,no sales,1356,1/11/2023,0,no sales,1356,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1016,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1244,2022,0,no sales,1356,2023
VILLE ROYALE,Condo,Central,CCR - [D09],,0,no sales,1804,1/8/2022,,,0,no sales,1804,1/8/2022,0,no sales,1804,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1804,2022,0,no sales,0,no sales
VINA LODGE,Condo,Northeast,OCR - [D19],,0,no sales,1032,1/4/2022,,,0,no sales,1032,1/4/2022,0,no sales,1032,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,908,2020,0,no sales,0,no sales,0,no sales,1032,2022,0,no sales,0,no sales
VISIONCREST,Condo,Central,CCR - [D09],,2431,1/11/2023,2282,1/6/2023,,,2431,1/11/2023,2479,1/3/2023,2431,half year,2282,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1951,2019,1956,2019,1970,2020,1907,2020,2034,2021,1991,2021,2125,2022,2323,2022,2325,2023,2296,2023
VISTA RESIDENCES,Condo,Central,RCR - [D12],,1776,1/7/2023,2007,1/11/2023,,,1776,1/7/2023,2018,1/9/2023,1776,no sales,1894,half year,0,NaT,0,NaT,1562,2018,1486,2018,1598,2019,1550,2019,1554,2020,1538,2020,1692,2021,1597,2021,1641,2022,1739,2022,1760,2023,1914,2023
VITRA,Condo,East,RCR - [D15],,0,no sales,1701,1/12/2023,,,0,no sales,1701,1/12/2023,0,no sales,1701,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1326,2021,0,no sales,1521,2022,0,no sales,1648,2023
VIVA,Condo,Central,CCR - [D11],,2516,1/4/2022,2504,1/12/2023,,,2516,1/4/2022,2555,1/5/2022,2516,no sales,2512,half year,0,NaT,0,NaT,0,no sales,2220,2018,0,no sales,2003,2019,0,no sales,2056,2020,2401,2021,2233,2021,2516,2022,2499,2022,0,no sales,2509,2023
VIVA VISTA,Condo,West,RCR - [D05],,1806,1/8/2023,0,no sales,,,1910,1/7/2022,0,no sales,1806,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1599,2019,0,no sales,1474,2020,0,no sales,1587,2021,0,no sales,1613,2022,0,no sales,1806,2023,0,no sales
VIVACE,Condo,Central,CCR - [D09],,2184,1/2/2023,0,no sales,,,2184,1/2/2023,0,no sales,2184,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1997,2019,0,no sales,1987,2020,0,no sales,2016,2021,0,no sales,2052,2022,0,no sales,2184,2023,0,no sales
VIZ AT HOLLAND,Condo,Central,CCR - [D10],,1835,1/5/2023,1822,1/8/2023,,,1916,1/7/2022,1822,1/8/2023,1835,no sales,1822,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1314,2019,1662,2020,1560,2020,1730,2021,1570,2021,1854,2022,1648,2022,1835,2023,1750,2023
VOGX,Condo,Central,RCR - [D08],,1371,1/10/2021,1398,1/7/2022,,,1371,1/10/2021,1398,1/7/2022,1371,no sales,1398,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,905,2019,0,no sales,0,no sales,1371,2021,0,no sales,0,no sales,1398,2022,0,no sales,0,no sales
VOLARI,Condo,Central,CCR - [D10],,0,no sales,2409,1/12/2023,,,0,no sales,2494,1/10/2022,0,no sales,2409,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2084,2019,0,no sales,2040,2020,0,no sales,2095,2021,0,no sales,2493,2022,0,no sales,2409,2023
VUE 8 RESIDENCE,Condo,East,OCR - [D18],,1334,1/12/2023,1380,1/8/2023,,,1478,1/12/2022,1411,1/11/2022,1334,half year,1380,half year,0,NaT,0,NaT,1090,2018,0,no sales,1055,2019,1095,2019,1139,2020,1093,2020,1128,2021,1113,2021,1268,2022,1296,2022,1333,2023,1310,2023
WAI WING CENTRE,Condo,Central,RCR - [D12],,0,no sales,991,1/1/2021,,,0,no sales,991,1/1/2021,0,no sales,991,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,969,2020,0,no sales,991,2021,0,no sales,0,no sales,0,no sales,0,no sales
WALLICH RESIDENCE,Condo,Central,CCR - [D02],,3019,1/6/2023,3123,1/10/2023,,,3904,1/8/2021,4987,1/1/2020,3019,no sales,3060,half year,0,NaT,0,NaT,0,no sales,0,no sales,3700,2019,3355,2019,0,no sales,3362,2020,3610,2021,3420,2021,3732,2022,3551,2022,3310,2023,3092,2023
WAN THO LODGE,Condo,East,RCR - [D13],,0,no sales,1389,1/7/2023,,,0,no sales,1389,1/7/2023,0,no sales,1389,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1186,2019,0,no sales,0,no sales,0,no sales,1210,2021,0,no sales,0,no sales,0,no sales,1389,2023
WANG LODGE,Condo,East,RCR - [D14],,0,no sales,1044,1/2/2023,,,0,no sales,1044,1/2/2023,0,no sales,1044,no sales,0,no sales,0,NaT,0,no sales,751,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1044,2023
WARNER COURT,Condo,Central,CCR - [D10],,0,no sales,1753,1/8/2021,,,0,no sales,1873,1/2/2020,0,no sales,1753,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1712,2020,0,no sales,1753,2021,0,no sales,0,no sales,0,no sales,0,no sales
WATER PLACE,Condo,East,RCR - [D15],,1681,1/5/2023,1603,1/11/2023,,,1721,1/3/2023,1805,1/8/2023,1681,no sales,1699,half year,0,NaT,0,NaT,1416,2018,1305,2018,1319,2019,1297,2019,0,no sales,1252,2020,1438,2021,1307,2021,0,no sales,1505,2022,1701,2023,1628,2023
WATERBANK AT DAKOTA,Condo,East,RCR - [D14],,1755,1/12/2023,2111,1/9/2023,,,2082,1/11/2023,2111,1/9/2023,1892,half year,1914,half year,0,NaT,0,NaT,1672,2018,1532,2018,1715,2019,1538,2019,1654,2020,1560,2020,1661,2021,1562,2021,1733,2022,1637,2022,1775,2023,1828,2023
WATERCREST,Condo,East,OCR - [D17],,999,1/12/2021,952,1/1/2023,,,999,1/12/2021,967,1/12/2021,999,no sales,952,no sales,0,NaT,0,NaT,0,no sales,859,2018,0,no sales,869,2019,0,no sales,0,no sales,999,2021,967,2021,0,no sales,0,no sales,0,no sales,952,2023
WATERFALL GARDENS,Condo,Central,CCR - [D10],,0,no sales,2101,1/12/2023,,,0,no sales,2175,1/5/2023,0,no sales,2101,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1738,2019,0,no sales,1728,2020,0,no sales,1839,2021,0,no sales,1878,2022,0,no sales,2138,2023
WATERFORD RESIDENCE,Condo,Central,CCR - [D09],,1715,1/1/2020,1872,1/9/2023,,,1715,1/3/2023,1981,1/9/2022,1715,no sales,1786,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1731,2019,1715,2020,1606,2020,0,no sales,1673,2021,0,no sales,1898,2022,0,no sales,1724,2023
WATERFRONT @ FABER,Condo,West,OCR - [D05],,1466,1/10/2023,1498,1/12/2023,,,1486,1/3/2023,1550,1/5/2023,1466,half year,1502,half year,0,NaT,0,NaT,0,no sales,0,no sales,1461,2019,0,no sales,0,no sales,1351,2020,1358,2021,1403,2021,1357,2022,1452,2022,1453,2023,1508,2023
WATERFRONT GOLD,Condo,East,OCR - [D16],,1455,1/10/2023,1582,1/12/2023,,,1555,1/11/2022,1582,1/12/2023,1455,half year,1509,half year,0,NaT,0,NaT,1222,2018,1187,2018,1191,2019,1223,2019,1274,2020,1175,2020,1255,2021,1220,2021,1354,2022,1384,2022,1463,2023,1501,2023
WATERFRONT ISLE,Condo,East,OCR - [D16],,1433,1/12/2023,1628,1/12/2023,,,1594,1/10/2023,1644,1/4/2023,1496,half year,1557,half year,0,NaT,0,NaT,1216,2018,1146,2018,1182,2019,1189,2019,1225,2020,1184,2020,1245,2021,1209,2021,1283,2022,1334,2022,1481,2023,1556,2023
WATERFRONT KEY,Condo,East,OCR - [D16],,1596,1/8/2023,1636,1/11/2023,,,1596,1/8/2023,1636,1/11/2023,1596,half year,1579,half year,0,NaT,0,NaT,0,no sales,1193,2018,0,no sales,1180,2019,1194,2020,1150,2020,1244,2021,1170,2021,1411,2022,1322,2022,1502,2023,1519,2023
WATERFRONT WAVES,Condo,East,OCR - [D16],,1288,1/7/2023,1626,1/11/2023,,,1306,1/8/2022,1626,1/11/2023,1288,no sales,1497,half year,0,NaT,0,NaT,1048,2018,1167,2018,1025,2019,1106,2019,1003,2020,1136,2020,1058,2021,1153,2021,1143,2022,1305,2022,1264,2023,1488,2023
WATERLOO VIEW,Condo,Central,RCR - [D07],,0,no sales,901,1/6/2021,,,0,no sales,1025,1/10/2020,0,no sales,901,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1025,2020,0,no sales,901,2021,0,no sales,0,no sales,0,no sales,0,no sales
WATERMARK ROBERTSON QUAY,Condo,Central,CCR - [D09],,2071,1/7/2022,2264,1/5/2023,,,2114,1/12/2021,2264,1/5/2023,2071,no sales,2264,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1930,2019,1944,2020,1815,2020,2057,2021,1917,2021,2066,2022,2106,2022,0,no sales,2264,2023
WATERSCAPE AT CAVENAGH,Condo,Central,CCR - [D09],,2111,1/10/2022,1746,1/8/2023,,,2111,1/10/2022,2161,1/9/2022,2111,no sales,1746,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1759,2020,1836,2020,1926,2021,1898,2021,2052,2022,1999,2022,0,no sales,1930,2023
WATERTOWN,Condo,Northeast,OCR - [D19],,1718,1/12/2023,1796,1/9/2023,,,1736,1/9/2023,1885,1/7/2023,1643,half year,1745,half year,0,NaT,0,NaT,1355,2018,1380,2018,1332,2019,1408,2019,1322,2020,1394,2020,1386,2021,1424,2021,1516,2022,1556,2022,1615,2023,1731,2023
WATERVIEW,Condo,East,OCR - [D18],,1475,1/12/2023,1389,1/12/2023,,,1475,1/12/2023,1406,1/7/2023,1412,half year,1298,half year,0,NaT,0,NaT,1049,2018,993,2018,1050,2019,1029,2019,1010,2020,1021,2020,1033,2021,1054,2021,1110,2022,1145,2022,1292,2023,1268,2023
WATTEN ESTATE CONDOMINIUM,Condo,Central,CCR - [D11],,0,no sales,1217,1/10/2020,,,0,no sales,1598,1/9/2020,0,no sales,1217,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1329,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
WATTEN HILL,Condo,Central,CCR - [D11],,0,no sales,1798,1/4/2023,,,0,no sales,1873,1/11/2022,0,no sales,1798,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1288,2019,0,no sales,0,no sales,0,no sales,1588,2021,0,no sales,1718,2022,0,no sales,1798,2023
WATTEN HOUSE,Condo,Central,CCR - [D11],,0,NaT,0,NaT,,,3281,1/11/2023,3545,1/11/2023,3170,half year,3218,half year,3281,1/11/2023,3520,1/12/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,3170,2023,3218,2023
WEMBLY RESIDENCES,Condo,Northeast,OCR - [D19],,0,no sales,1339,1/12/2023,,,0,no sales,1339,1/12/2023,0,no sales,1339,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1101,2019,0,no sales,0,no sales,0,no sales,1090,2021,0,no sales,1184,2022,0,no sales,1258,2023
WEST BAY CONDOMINIUM,Condo,West,OCR - [D05],,1100,1/10/2023,1077,1/12/2023,,,1152,1/5/2023,1100,1/11/2023,1082,half year,1088,half year,0,NaT,0,NaT,0,no sales,0,no sales,890,2019,811,2019,883,2020,811,2020,931,2021,868,2021,1040,2022,1011,2022,1089,2023,1073,2023
WEST-N,Condo,West,RCR - [D05],,1299,1/3/2020,1233,1/8/2020,,,1299,1/3/2020,1274,1/8/2019,1299,no sales,1233,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1274,2019,1299,2020,1233,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
WESTCOVE CONDOMINIUM,Condo,West,OCR - [D05],,0,no sales,1069,1/10/2023,,,0,no sales,1129,1/6/2023,0,no sales,1028,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,873,2019,0,no sales,816,2020,0,no sales,899,2021,0,no sales,1008,2022,0,no sales,1054,2023
WHARTON VALE,Condo,Central,CCR - [D09],,1522,1/9/2021,1266,1/3/2022,,,1522,1/9/2021,1266,1/3/2022,1522,no sales,1266,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1522,2021,0,no sales,0,no sales,1266,2022,0,no sales,0,no sales
WHISTLER GRAND,Condo,West,OCR - [D05],,1983,1/12/2023,1850,1/12/2023,,,2024,1/11/2023,2018,1/10/2023,1890,half year,1868,half year,1739,1/9/2021,1489,1/10/2021,0,no sales,0,no sales,1442,2019,1352,2019,1550,2020,1407,2020,1691,2021,1393,2021,1699,2022,1679,2022,1880,2023,1837,2023
WHITEHAVEN,Condo,West,RCR - [D05],,1765,1/10/2023,1147,1/5/2023,,,1802,1/8/2023,1441,1/5/2021,1720,half year,1147,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1802,2019,0,no sales,1464,2020,0,no sales,1634,2021,1441,2021,1689,2022,0,no sales,1721,2023,1147,2023
WHITESCAPE,Condo,East,OCR - [D15],,1475,1/11/2021,1099,1/10/2021,,,1475,1/11/2021,1099,1/10/2021,1475,no sales,1099,no sales,0,NaT,0,NaT,1313,2018,0,no sales,1332,2019,0,no sales,1354,2020,0,no sales,1442,2021,1099,2021,0,no sales,0,no sales,0,no sales,0,no sales
WILKIE 48,Condo,Central,CCR - [D09],,1601,1/12/2021,1446,1/11/2019,,,1601,1/12/2021,1446,1/11/2019,1601,no sales,1446,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1446,2019,1480,2020,0,no sales,1567,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
WILKIE 80,Condo,Central,CCR - [D09],,1939,1/7/2023,0,no sales,,,2090,1/12/2019,0,no sales,1939,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1916,2019,0,no sales,1472,2020,0,no sales,0,no sales,0,no sales,1876,2022,0,no sales,1979,2023,0,no sales
WILKIE 87,Condo,Central,CCR - [D09],,0,no sales,1676,1/11/2023,,,0,no sales,1676,1/11/2023,0,no sales,1676,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1525,2021,0,no sales,1495,2022,0,no sales,1676,2023
WILKIE COURT,Condo,Central,CCR - [D09],,1388,1/9/2021,1417,1/12/2020,,,1388,1/9/2021,1417,1/12/2020,1388,no sales,1417,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1417,2020,1388,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
WILKIE REGENCY,Condo,Central,CCR - [D09],,1822,1/6/2023,0,no sales,,,1823,1/9/2022,0,no sales,1822,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1416,2019,0,no sales,0,no sales,0,no sales,1544,2021,0,no sales,1711,2022,0,no sales,1822,2023,0,no sales
WILKIE STUDIO,Condo,Central,CCR - [D09],,0,no sales,1725,1/10/2022,,,0,no sales,1753,1/4/2022,0,no sales,1725,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1689,2022,0,no sales,0,no sales
WILLYN VILLE,Condo,Central,CCR - [D10],,1755,1/3/2020,1878,1/9/2023,,,1755,1/3/2020,1878,1/9/2023,1755,no sales,1878,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1755,2020,0,no sales,0,no sales,1710,2021,0,no sales,1845,2022,0,no sales,1878,2023
WILSHIRE RESIDENCES,Condo,Central,CCR - [D10],,0,NaT,0,NaT,,,2919,1/2/2023,2813,1/1/2023,2807,no sales,2795,no sales,2807,1/5/2023,2795,1/4/2023,0,no sales,0,no sales,2384,2019,0,no sales,2520,2020,0,no sales,2501,2021,2568,2021,2689,2022,2710,2022,2752,2023,2792,2023
WINDY HEIGHTS,Condo,East,OCR - [D14],,0,no sales,1171,1/11/2023,,,0,no sales,1284,1/7/2023,0,no sales,1171,half year,0,no sales,0,NaT,0,no sales,912,2018,0,no sales,970,2019,0,no sales,978,2020,0,no sales,1014,2021,0,no sales,1142,2022,0,no sales,1228,2023
WING FONG BUILDING,Condo,East,RCR - [D14],,0,no sales,919,1/10/2023,,,0,no sales,919,1/10/2023,0,no sales,919,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,763,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,919,2023
WING FONG MANSIONS,Condo,East,RCR - [D14],,0,no sales,968,1/8/2023,,,0,no sales,968,1/8/2023,0,no sales,964,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,964,2023
WING FONG MANSIONS/WING FONG COURT,Condo,East,RCR - [D14],,1058,1/3/2023,955,1/8/2022,,,1118,1/4/2022,955,1/8/2022,1058,no sales,955,no sales,0,NaT,0,NaT,0,no sales,772,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,838,2021,1072,2022,886,2022,1058,2023,0,no sales
WING ON LIFE GARDEN,Condo,Central,CCR - [D10],,0,no sales,2410,1/7/2023,,,0,no sales,2410,1/7/2023,0,no sales,2410,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1702,2019,0,no sales,1649,2020,0,no sales,0,no sales,0,no sales,2122,2022,0,no sales,2410,2023
WOODGROVE CONDOMINIUM,Condo,North,OCR - [D25],,0,no sales,968,1/6/2023,,,0,no sales,968,1/6/2023,0,no sales,968,no sales,0,no sales,0,NaT,0,no sales,677,2018,0,no sales,664,2019,0,no sales,678,2020,0,no sales,728,2021,0,no sales,836,2022,0,no sales,905,2023
